human_id,wikidata_id
Massively parallel single-cell RNA-seq for marker-free decomposition of tissues into cell types.,Q34404570
Cryopreservation of human cancers conserves tumour heterogeneity for single-cell multi-omics analysis,Q107301506
“Lmo-2 interacts with Elf-2 ” On the Meaning of Common Statements in Biomedical Literature,Q107297378
The Next Big Thing: From Hypermedia to Datuments,Q107297383
Cell diversity and network dynamics in photosensitive human brain organoids.,Q42615577
A conserved dendritic-cell regulatory program limits antitumour immunity,Q91739840
A molecular atlas of cell types and zonation in the brain vasculature.,Q50001722
Spatiotemporal gene expression trajectories reveal developmental hierarchies of the human cortex.,Q46852287
GARLIC: a bioinformatic toolkit for aetiologically connecting diseases and cell type-specific regulatory maps.,Q42290203
Micropublication: incentivizing community curation and placing unpublished data into the public domain.,Q54963746
The Reactome pathway knowledgebase,Q91135284
The dynamics of gene expression in vertebrate embryogenesis at single-cell resolution.,Q52560248
Single-cell analysis of mixed-lineage states leading to a binary cell fate choice.,Q37510607
Diversity of developing peripheral glia revealed by single cell RNA sequencing,Q107332851
Disease Ontology: a backbone for disease semantic integration.,Q34029365
MetaSRA: normalized human sample-specific metadata for the Sequence Read Archive.,Q36378619
Minimum information about a microarray experiment (MIAME)-toward standards for microarray data,Q27860569
Developmental and oncogenic programs in H3K27M gliomas dissected by single-cell RNA-seq.,Q52718178
Single-Cell RNA Sequencing Reveals a Dynamic Stromal Niche That Supports Tumor Growth,Q95325987
Dissecting direct reprogramming from fibroblast to neuron using single-cell RNA-seq,Q37056065
Ontology-based annotations and semantic relations in large-scale (epi)genomics data,Q31090008
ALE: automated label extraction from GEO metadata.,Q47104084
Precision annotation of digital samples in NCBI's gene expression omnibus.,Q41678419
Ontology-aware classification of tissue and cell-type signals in gene expression profiles across platforms and technologies.,Q37327539
Lineage-dependent spatial and functional organization of the mammalian enteric nervous system.,Q47320490
"Anatomical Structures, Cell Types, and Biomarkers Tables Plus 3D Reference Organs in Support of a Human Reference Atlas",Q107363147
Cell types and ontologies of the Human Cell Atlas,Q107373831
The Neuron Phenotype Ontology: A FAIR Approach to Proposing and Classifying Neuronal Types,Q107380389
"Embryo-scale, single-cell spatial transcriptomics",Q107398398
Real-time tagging of biomedical entities,Q29169597
"SciCrunch: A Cooperative And Collaborative Data, Information, And Resource Discovery Portal For Scientific Communities",Q57271337
Predicting biomedical metadata in CEDAR: A study of Gene Expression Omnibus (GEO).,Q38720319
Guidelines for writing definitions in ontologies,Q107380429
Single-cell meta-analysis of SARS-CoV-2 entry genes across tissues and demographics,Q107272539
"Neuroendocrine cells of the prostate: Histology, biological functions, and molecular mechanisms",Q107448777
A Study of the Quality of Wikidata,Q107425133
Cross-tissue immune cell analysis reveals tissue-specific adaptations and clonal architecture across the human body,Q107363182
Understanding human gut diseases at single-cell resolution,Q96690191
Lineage tracing on transcriptional landscapes links state to fate during differentiation,Q92888602
Extraction and analysis of signatures from the Gene Expression Omnibus by the crowd.,Q37315128
Spatial and temporal heterogeneity of mouse and human microglia at single-cell resolution,Q91560057
Decoding the development of the human hippocampus,Q92669541
The interaction of domain knowledge and linguistic structure in natural language processing: interpreting hypernymic propositions in biomedical text.,Q31040294
Constructing a semantic predication gold standard from the biomedical literature.,Q34106676
Broad-coverage biomedical relation extraction with SemRep,Q94917474
Shared evolutionary origin of vertebrate neural crest and cranial placodes,Q59090070
Single-cell reconstruction of developmental trajectories during zebrafish embryogenesis,Q60468467
Scalable representations of diseases in biomedical ontologies.,Q38490266
On beyond Gruber: “Ontologies” in today’s biomedical information systems and the limits of OWL,Q107542982
The bone marrow microenvironment at single-cell resolution,Q93012764
A human cell atlas of fetal gene expression,Q102053616
Neuronal subtypes and diversity revealed by single-nucleus RNA sequencing of the human brain.,Q37288678
Reactome and the Gene Ontology: digital convergence of data resources,Q107542983
Bio4j: a high-performance cloud-enabled graph-based data platform,Q107297394
Somatic mutations and cell identity linked by Genotyping of Transcriptomes,Q91595285
"EDAM: an ontology of bioinformatics operations, types of data and identifiers, topics and formats",Q30597346
Single-cell analysis reveals T cell infiltration in old neurogenic niches,Q91595293
"Search, access, and explore life science nanopublications on the Web",Q107297395
Aging increases cell-to-cell transcriptional variability upon immune stimulation,Q42144472
Knowledge Graphs 2021: A Data Odyssey,Q108272323
Genetic programs in human and mouse early embryos revealed by single-cell RNA sequencing.,Q34360246
Childhood cerebellar tumours mirror conserved fetal transcriptional programs,Q91676982
Suporte ao desenvolvimento e à integração de ontologias no domínio biomédico,Q107297538
Diabetes relief in mice by glucose-sensing insulin-secreting human α-cells.,Q64903100
Creating and Querying Personalized Versions of Wikidata on a Laptop,Q108208862
Haematopoietic stem and progenitor cells from human pluripotent stem cells.,Q40198119
Q59071038,Q59071038
Identification of a regeneration-organizing cell in the Xenopus tail,Q63979660
ROBOT: A Tool for Automating Ontology Workflows,Q92260004
IL-11 is a crucial determinant of cardiovascular fibrosis.,Q46257233
"k-BOOM: A Bayesian approach to ontology structure inference, with applications in disease ontology construction",Q56975984
Which methods are the most effective in enabling novice users to participate in ontology creation? A usability study,Q107338764
Cell type atlas and lineage tree of a whole complex animal by single-cell transcriptomics.,Q52315063
A revised airway epithelial hierarchy includes CFTR-expressing ionocytes,Q57318688
Centralizing content and distributing labor: a community model for curating the very long tail of microbial genomes,Q21503281
Ontology-driven integrative analysis of omics data through Onassis,Q92783288
Single-cell mapping of the thymic stroma identifies IL-25-producing tuft epithelial cells,Q59066334
Joint profiling of chromatin accessibility and gene expression in thousands of single cells.,Q59770869
ContentMine/Hypothes.is Proposal,Q28650425
Neuronal vulnerability and multilineage diversity in multiple sclerosis,Q91969373
Wikidata from a Research Perspective -- A Systematic Mapping Study of Wikidata,Q66858157
Myeloid progenitor cluster formation drives emergency and leukaemic myelopoiesis.,Q41667192
Key biology databases go wiki,Q28288308
Ten recommendations for supporting open pathogen genomic analysis in public health,Q96302881
Overview of BioASQ 2021: The Ninth BioASQ Challenge on Large-Scale Biomedical Semantic Indexing and Question Answering,Q108784005
The Molecule Pages database.,Q34164196
Synovial fibroblasts: key players in rheumatoid arthritis.,Q36433286
Democratic databases: science on GitHub,Q30490138
Comparative transcriptomics of primary cells in vertebrates,Q97903250
Q108807256,Q108807256
SYGMA: System for Generalizable Modular Question Answering Over Knowledge Bases,Q108816879
Tribes query motives of knowledge databases.,Q45400968
"Decoupling genetics, lineages, and microenvironment in IDH-mutant gliomas by single-cell RNA-seq.",Q42776089
Identification of a mesenchymal progenitor cell hierarchy in adipose tissue,Q91523279
Single-cell transcriptomics of 20 mouse organs creates a Tabula Muris,Q57039955
Stem cell differentiation trajectories in Hydra resolved at single-cell resolution,Q92185170
Expression profiling. Combinatorial labeling of single cells for gene expression cytometry.,Q35556351
Biologists angered by database access fee.,Q46196147
PubMedQA: A Dataset for Biomedical Research Question Answering,Q108840135
DNA methylation atlas of the mouse brain at single-cell resolution,Q108840167
Colonic epithelial cell diversity in health and inflammatory bowel disease,Q91987032
Corrigendum: Upward revision of global fossil fuel methane emissions based on isotope database.,Q46417626
India pushes ahead with plant database.,Q47672258
Public database for HIV drug resistance in southern Africa,Q42591642
Bibliometrics: Database differences not citation errors.,Q43517325
Designing databases for molecular biology.,Q43554576
Novel databases for molecular biology,Q58980278
New generation databases for molecular biology,Q58970806
Prisoner's DNA database ruled unlawful.,Q48024593
Gene marker database stirs up debate.,Q48039976
Curation Principles Derived from the Analysis of the SBOL iGEM Data Set,Q108884835
Don't forget people and specimens that make the database.,Q48072851
Error reports threaten to unravel databases of mitochondrial DNA.,Q48258805
Massively multiplex chemical transcriptomics at single-cell resolution,Q91734742
Funding: Database to counter duplication.,Q48280985
The many dangers of relying on a DNA database.,Q48282461
Mentors could support a student reviewer database.,Q48617133
German sex killings prompt decision to create a DNA database.,Q50891534
"Massive database of 182,000 leaves is helping predict plants' family trees.",Q51827953
Illustration: database pictures tell a true story.,Q53392827
LncRNAWiki: harnessing community knowledge in collaborative curation of human long non-coding RNAs,Q28650454
Databases: Johns Hopkins as international host.,Q53407798
Taxonomic database: Spider taxonomists catch data on web.,Q54390966
Self-organization and symmetry breaking in intestinal organoid development,Q90284285
The emergent landscape of the mouse gut endoderm at single-cell resolution,Q92932854
Leveraging the Cell Ontology to classify unseen cell types,Q108929315
Multi-level ontology-based conceptual modeling,Q108926456
Single-cell analysis of human adipose tissue identifies depot and disease specific cell types,Q89748873
Popper on Definitions,Q108925548
Essentialism and nominalism in medicine: logic of diagnosis in disease terminology.,Q53618804
On the classification of long non-coding RNAs.,Q33953025
Single-cell sequencing of human white adipose tissue identifies new cell states in health and obesity,Q108923922
Cleaning up gene databases.,Q55056662
Plant genetics database at risk as funds run dry,Q56697993
RNA velocity of single cells,Q57173237
A claustrum in reptiles and its role in slow-wave sleep,Q89686928
Database contamination,Q57689184
Online database could end taxonomic anarchy,Q59030213
Neuroinflammatory astrocyte subtypes in the mouse brain,Q109264954
Database targets Parsi genes,Q59036360
Text mining: powering the database revolution,Q59044488
Single-cell RNA-seq identifies a PD-1hi ILC progenitor and defines its development pathway.,Q39281660
A protein sequence/structure database,Q59067179
Single-cell RNA sequencing reveals a signature of sexual commitment in malaria parasites.,Q44169496
TBASE: a computerized database for transgenic animals and targeted mutations,Q60064962
Obesity remodels activity and transcriptional state of a lateral hypothalamic brake on feeding,Q67653684
"vHOG, a multispecies vertebrate ontology of homologous organs groups.",Q35861593
Multi-omics profiling of mouse gastrulation at single-cell resolution,Q91892543
Octet: Online Catalog Taxonomy Enrichment with Self-Supervision,Q108928585
Q109361436,Q109361436
Q109361717,Q109361717
Q109361945,Q109361945
Single-cell analysis uncovers convergence of cell identities during axolotl limb regeneration,Q60341043
Organoid single-cell genomic atlas uncovers human-specific features of brain development,Q90754750
The wisdom hierarchy: representations of the DIKW hierarchy,Q57310096
A cell atlas of the chick retina based on single cell transcriptomics,Q104739739
Innate Immune Landscape in Early Lung Adenocarcinoma by Paired Single-Cell Analyses.,Q50647447
The Molecular Biology Database Collection: 2003 update,Q35159495
Long-Term Expansion of Pancreatic Islet Organoids from Resident Procr+ Progenitors,Q90572524
AtlasT4SS: a curated database for type IV secretion systems,Q30485632
Single nuclei RNA-seq of mouse placental labyrinth development,Q101212124
"CyanoMetDB, a comprehensive public database of secondary metabolites from cyanobacteria",Q106714802
Identification of a Master Regulator of Differentiation in Toxoplasma,Q92755189
PepPSy: a web server to prioritize gene products in experimental and biocuration workflows.,Q36896401
T Helper Cell Cytokines Modulate Intestinal Stem Cell Renewal and Differentiation,Q58605173
Chromatin Potential Identified by Shared Single-Cell Profiling of RNA and Chromatin,Q100899356
Application of Large Electronic Medical Database for Detecting Undiagnosed Patients in the General Population,Q90961362
A single-parasite transcriptional atlas of Toxoplasma gondii reveals novel control of antigen expression,Q89743157
A Cellular Taxonomy of the Bone Marrow Stroma in Homeostasis and Leukemia,Q92303660
Design and implementation of secure medical database systems.,Q38462964
A classification of diabetic foot infections using ICD-9-CM codes: application to a large computerized medical database,Q33625951
Distinct fibroblast subsets drive inflammation and damage in arthritis,Q92382884
BioKEEN: a library for learning and evaluating biological knowledge graph embeddings,Q63709729
Recognizing Cell Identity: Classifying cell types in scRNAseq data,Q109615707
High-Dimensional Analysis Delineates Myeloid and Lymphoid Compartment Remodeling during Successful Immune-Checkpoint Cancer Therapy,Q57814130
The 2018 Nucleic Acids Research database issue and the online molecular biology database collection.,Q47098165
A gene wiki for community annotation of gene function,Q21092744
Getting the Most out of Wikidata: Semantic Technology Usage in Wikipedia’s Knowledge Graph,Q56010228
Cell and molecular transitions during efficient dedifferentiation,Q91627529
Using single-cell RNA sequencing to unravel cell lineage relationships in the respiratory tract,Q92545344
Complex Portal 2022: new curation frontiers,Q109348309
Coupled scRNA-Seq and Intracellular Protein Activity Reveal an Immunosuppressive Role of TREM2 in Cancer,Q98388185
PubTator: a web-based text mining tool for assisting biocuration,Q28681141
Ketone Body Signaling Mediates Intestinal Stem Cell Homeostasis and Adaptation to Diet,Q92817489
Wikidata: A large-scale collaborative ontological medical database,Q68471881
The 2014 Nucleic Acids Research Database Issue and an updated NAR online Molecular Biology Database Collection.,Q30356547
Intra- and Inter-cellular Rewiring of the Human Colon during Ulcerative Colitis,Q92204349
Uso de Wikidata y Wikipedia para la generación asistida de un vocabulario estructurado multilingüe sobre la pandemia de Covid-19,Q107377131
Root Regeneration Triggers an Embryo-like Sequence Guided by Hormonal Interactions,Q30773560
Online medical database searching,Q67937541
The origins of classification of plants by Carl von Linné in the teaching of Biology,Q109681712
Single-cell expression analyses during cellular reprogramming reveal an early stochastic and a late hierarchic phase.,Q34299819
Supporting taxonomic names in cell and molecular biology databases.,Q42602434
"Scaled, high fidelity electrophysiological, morphological, and transcriptomic cell characterization",Q109717199
The Molecular Biology Database Collection: 2006 update,Q25255390
Single-Cell Multi-omic Integration Compares and Contrasts Features of Brain Cell Identity,Q92614159
Integrative analysis and machine learning on cancer genomics data using the Cancer Systems Biology Database (CancerSysDB).,Q55055725
Health surveillance using an occupational medical database.,Q40844035
"Besca, a single-cell transcriptomics analysis toolkit to accelerate translational research",Q109755007
Biological database design and implementation.,Q47635119
Cell type ontologies of the Human Cell Atlas,Q109755180
Non-synonymous variations in cancer and their effects on the human proteome: workflow for NGS data biocuration and proteome-wide analysis of TCGA data,Q30742924
"Construction and Usage of a Human Body Common Coordinate Framework Comprising Clinical, Semantic, and Spatial Ontologies",Q109755184
An Intelligent Terminal for Access to a Medical Database.,Q45780758
Improved annotation of the insect vector of citrus greening disease: biocuration by a diverse genomics community.,Q46758174
Cell Ontology,Q55118285
"The Cell Ontology 2016: enhanced content, modularization, and ontology interoperability.",Q36067763
Integrated analysis of multimodal single-cell data,Q107272879
Calling International Rescue: knowledge lost in literature and data landslide!,Q28265361
A Distinct Gene Module for Dysfunction Uncoupled from Activation in Tumor-Infiltrating T Cells.,Q40545886
Single-Cell Analyses Inform Mechanisms of Myeloid-Targeted Therapies in Colon Cancer,Q92017855
Dull journals,Q73684086
GENOMICS: The Babel of Bioinformatics,Q56836006
Two FGFRL-Wnt circuits organize the planarian anteroposterior axis.,Q41483547
"Evidence-based illiteracy: time to rescue ""the literature""",Q73858433
Single-Cell Mapping of Human Brain Cancer Reveals Tumor-Specific Instruction of Tissue-Invading Leukocytes,Q96017661
BASiNET-BiologicAl Sequences NETwork: a case study on coding and non-coding RNAs identification,Q89008868
Single-Cell Transcriptome Atlas of Murine Endothelial Cells,Q89720882
Cross-Species Single-Cell Analysis Reveals Divergence of the Primate Microglia Program,Q91960518
BioLit: integrating biological literature with databases,Q30483829
Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease,Q57025321
Ontological realism: A methodology for coordinated evolution of scientific ontologies,Q28239464
Liquid Publications: Scientific Publications meet the Web,Q109829598
Multimodal Analysis of Cell Types in a Hypothalamic Node Controlling Social Behavior,Q90798324
Q109947718,Q109947718
Defining T Cell States Associated with Response to Checkpoint Immunotherapy in Melanoma,Q58547062
The Xenbase literature curation process,Q36519052
IFNγ-Dependent Tissue-Immune Homeostasis Is Co-opted in the Tumor Microenvironment.,Q38699928
A Multiplexed Single-Cell CRISPR Screening Platform Enables Systematic Dissection of the Unfolded Protein Response.,Q34547514
Enhancing medical database security.,Q46149709
The Mouse Tumor Biology Database: A Comprehensive Resource for Mouse Models of Human Cancer.,Q47564965
Wikidata as a knowledge graph for the life sciences,Q87830400
Self-Maintaining Gut Macrophages Are Essential for Intestinal Homeostasis,Q57025360
Neutrophils Driving Unconventional T Cells Mediate Resistance against Murine Sarcomas and Selected Human Tumors,Q93137685
Pathogen Cell-to-Cell Variability Drives Heterogeneity in Host Immune Responses,Q34492731
eDRAM: Effective early disease risk assessment with matrix factorization on a large-scale medical database: A case study on rheumatoid arthritis,Q59811523
Finding mouse models of human lymphomas and leukemia's using the Jackson laboratory mouse tumor biology database.,Q36372990
Medical database finalized,Q67753104
In search of yoga: Research trends in a western medical database,Q33900904
Therapy-Induced Evolution of Human Lung Cancer Revealed by Single-Cell RNA Sequencing,Q98614795
An Open-Publishing Response to the COVID-19 Infodemic,Q110043564
Mapping the Mouse Cell Atlas by Microwell-Seq.,Q52374114
An integrated secure design of a medical database system,Q70976928
MMD-NEURODOC: Multimedia Medical Database – Elektronische Medizinische Bibliothek,Q57027696
A threshold fuzzy entropy based feature selection for medical database classification.,Q43499204
The continued need for animals to advance brain research,Q110088775
Enhanced validation of small-molecule ligands and carbohydrates in the Protein Data Bank,Q106638265
Highlights of the 'gene nomenclature across species' meeting.,Q42790699
Cnidarian Cell Type Diversity and Regulation Revealed by Whole-Organism Single-Cell RNA-Seq,Q58840753
A Simple Standard for Sharing Ontological Mappings (SSSOM),Q110123027
Q110155392,Q110155392
Q110155908,Q110155908
The Natural Products Atlas: An Open Access Knowledge Base for Microbial Natural Products Discovery,Q78223973
Douglas Adams,Q42
Fate Mapping via Ms4a3-Expression History Traces Monocyte-Derived Cells,Q93151331
Q110163007,Q110163007
Thyroid hormone regulates distinct paths to maturation in pigment cell lineages,Q83232134
Mouse Tumor Biology Database (MTB): status update and future directions.,Q38450607
Hair Cell Mechanotransduction Regulates Spontaneous Activity and Spiral Ganglion Subtype Specification in the Auditory System,Q90761592
The reorganized risk factor-oriented medical database: a progress report,Q80200364
Type or Individual? Evidence of Large-Scale Conceptual Disarray in Wikidata,Q109990743
Combinatorial receptor codes for odors,Q29616773
DoD: Database of Databases--updated molecular biology databases,Q83145239
A visual interface designed for novice users to find research patient cohorts in a large biomedical database.,Q34685767
Towards a mechanism-based taxonomy of Alzheimer’s and Parkinson’s disease,Q70207223
The Molecular Biology Database Collection: 2004 update,Q31033144
Systematic integration of biomedical knowledge prioritizes drugs for repurposing,Q59758421
Integration of the Drug-Gene Interaction Database (DGIdb 4.0) with open crowdsource efforts,Q102383722
A Literature-Based Knowledge Graph Embedding Method for Identifying Drug Repurposing Opportunities in Rare Diseases,Q91663841
Reconstruction of the mouse otocyst and early neuroblast lineage at single-cell resolution,Q30580416
CTdatabase: a knowledge-base of high-throughput and curated data on cancer-testis antigens,Q33374216
Toward a complete dataset of drug-drug interaction information from publicly available sources,Q26896954
Heterogeneity in Oct4 and Sox2 Targets Biases Cell Fate in 4-Cell Mouse Embryos.,Q34519843
"Developing a biocuration workflow for AgBase, a non-model organism database",Q34312384
A Single-Cell Transcriptome Atlas of the Aging Drosophila Brain,Q57188247
Single cell transcriptomics identifies a unique adipose lineage cell population that regulates bone marrow environment,Q91891091
The 26th annual Nucleic Acids Research database issue and Molecular Biology Database Collection,Q60926591
"Molecular Diversity of Midbrain Development in Mouse, Human, and Stem Cells.",Q37320970
Clique-based data mining for related genes in a biomedical database,Q33476564
Defining the Design Principles of Skin Epidermis Postnatal Growth,Q91662287
A Privacy-Preserving Infrastructure for Analyzing Personal Health Data in a Vertically Partitioned Scenario,Q92778752
State of WikiCite in 2020,Q99196756
Transcriptional Basis of Mouse and Human Dendritic Cell Heterogeneity,Q91024501
The Ontologies Community of Practice: A CGIAR Initiative for Big Data in Agrifood Systems,Q102144743
Individual brain organoids reproducibly form cell diversity of the human cerebral cortex,Q92548431
Semantic integration of clinical laboratory tests from electronic health records for deep phenotyping and biomarker discovery,Q64071540
Mouse embryonic stem cells can differentiate via multiple paths to the same state.,Q42380465
RatVec: A General Approach for Low-dimensional Distributed Vector Representations via Domain-specific Rational Kernels,Q69105793
BioHackathon 2015: Semantics of data for life sciences and reproducible research,Q92065187
Gene Ontology Causal Activity Modeling (GO-CAM) moves beyond GO annotations to structured descriptions of biological functions and systems,Q90243389
Leveraging Structured Biological Knowledge for Counterfactual Inference: a Case Study of Viral Pathogenesis,Q104846171
A human liver cell atlas reveals heterogeneity and epithelial progenitors,Q70906629
An open toolkit for tracking open science partnership implementation and impact,Q63392519
Mohawk is a transcription factor that promotes meniscus cell phenotype and tissue repair and reduces osteoarthritis severity,Q101050636
Single-Cell Transcriptomics Reveals Early Emergence of Liver Parenchymal and Non-parenchymal Cell Lineages,Q101127596
Identifying Drug Repositioning Candidates using Comparative Mechanism Enrichment in Neurodegenerative Diseases,Q70206849
Q110477396,Q110477396
A single-cell atlas of human teeth,Q110477396
PCDB: a database of protein conformational diversity,Q24610833
Duodenal angiosarcoma can be misdiagnosed as a Dieulafoy's lesion,Q98613165
A Review of Biomedical Datasets Relating to Drug Discovery: A Knowledge Graph Perspective,Q106327616
Referee report. For: Diffusion of ethical governance policy on sharing of biological materials and related data for biomedical research [version 1; peer review: 1 approved with reservations],Q107364175
PS4DR: a multimodal workflow for identification and prioritization of drugs based on pathway signatures,Q96169295
Staged developmental mapping and X chromosome transcriptional dynamics during mouse spermatogenesis,Q63979659
Endothelialization of arterial vascular grafts by circulating monocytes,Q90835368
WikiCite 2018-2019: Citations for the sum of all human knowledge,Q108141762
Corrigendum: The Impact of Pathway Database Choice on Statistical Enrichment Analysis and Predictive Modeling,Q94922158
KG-COVID-19: a framework to produce customized knowledge graphs for COVID-19 response,Q98665501
Neonatally imprinted stromal cell subsets induce tolerogenic dendritic cells in mesenteric lymph nodes,Q58698810
Massive and parallel expression profiling using microarrayed single-cell sequencing.,Q37345329
"Towards an open, zoomable atlas for invasion science and beyond",Q108138420
Evaluation Measures for Hierarchical Classification: a unified view and novel approaches,Q110598463
Integration of data from omic studies with the literature-based discovery towards identification of novel treatments for neovascularization in diabetic retinopathy,Q30718043
An organoid biobank for childhood kidney cancers that captures disease and tissue heterogeneity,Q90245439
Human iPSC-derived mature microglia retain their identity and functionally integrate in the chimeric mouse brain,Q90713241
BERN2: an advanced neural biomedical named entity recognition and normalization tool,Q110599785
A microfluidic platform enabling single-cell RNA-seq of multigenerational lineages,Q27336403
Using the literature-based discovery paradigm to investigate drug mechanisms,Q33359167
The effect of word sense disambiguation accuracy on literature based discovery.,Q36084900
"Rediscovering Don Swanson: the Past, Present and Future of Literature-Based Discovery.",Q55097499
Spatially and functionally distinct subclasses of breast cancer-associated fibroblasts revealed by single cell RNA sequencing,Q59794209
What we talk about when we talk about Wikidata quality: a literature survey,Q66776851
Reference Statistics in Wikidata Topical Subsets,Q110525771
Hedgehog stimulates hair follicle neogenesis by creating inductive dermis during murine skin wound healing,Q59336232
Bringing Light Into the Dark: A Large-scale Evaluation of Knowledge Graph Embedding Models Under a Unified Framework,Q96631308
Technical Usability of Wikidata’s Linked Data,Q87813116
Debiasing Vandalism Detection Models at Wikidata,Q63482950
Single cell molecular alterations reveal target cells and pathways of concussive brain injury,Q58698620
WikiCite 2018-2019: Citations for the sum of all human knowledge,Q66088191
A logical model of homology for comparative biology,Q105099178
Differentiation dynamics of mammary epithelial cells revealed by single-cell RNA sequencing.,Q47122082
Overview of the Wikidata Vandalism Detection Task at WSDM Cup 2017,Q110667983
When Humans and Machines Collaborate:Cross-lingual Label Editing in Wikidata,Q67785864
Provenance information in a collaborative knowledge graph: an evaluation of Wikidata external references,Q37135780
High-throughput targeted long-read single cell sequencing reveals the clonal and transcriptional landscape of lymphocytes,Q91936482
The KEEN Universe,Q72584451
Molecular and functional heterogeneity of IL-10-producing CD4 T cells,Q60300379
Discovery of SARS-CoV-2 antiviral drugs through large-scale compound repurposing,Q97687171
Single-cell RNA sequencing reveals molecular and functional platelet bias of aged haematopoietic stem cells.,Q36765250
Longitudinal single-cell RNA sequencing of patient-derived primary cells reveals drug-induced infidelity in stem cell hierarchy,Q59329604
Quantifying mechanisms in neurodegenerative diseases (NDDs) using candidate mechanism perturbation amplitude (CMPA) algorithm,Q90659732
Using Crowd-curation to Improve Taxon Annotations on the Wikimedia Infrastructure,Q66677628
scNMT-seq enables joint profiling of chromatin accessibility DNA methylation and transcription in single cells.,Q50294205
Massive open index of scholarly papers launches,Q110664998
Predicting Missing Links Using PyKEEN,Q72621157
Massively parallel digital transcriptional profiling of single cells,Q30835340
The Plant Ontology Facilitates Comparisons of Plant Development Stages Across Species,Q92863110
Murine interfollicular epidermal differentiation is gradualistic with GRHL3 controlling progression from stem to transition cell states,Q101051151
ChlamBase: a curated model organism database for the Chlamydia research community,Q63286185
Developmental kinetics and transcriptome dynamics of stem cell specification in the spermatogenic lineage,Q93052958
Wikipedia for multilingual COVID-19 vaccine education at scale,Q107394423
Reconstitution of a functional human thymus by postnatal stromal progenitor cells and natural whole-organ scaffolds,Q104459140
Inhibition of DYRK1A and GSK3B induces human β-cell proliferation.,Q38950360
An overview of the COVID-19 related content of Wikimedia projects,Q108100092
Integration of Structured Biological Data Sources using Biological Expression Language,Q63709723
Single cell transcriptome analysis of developing arcuate nucleus neurons uncovers their key developmental regulators,Q92668670
An open toolkit for tracking open science partnership implementation and impact.,Q77322582
The Minimum Information about a Molecular Interaction Causal Statement (MI2CAST),Q97063807
Single-cell RNA-sequencing of herpes simplex virus 1-infected cells connects NRF2 activation to an antiviral program,Q90950243
B1 oligomerization regulates PML nuclear body biogenesis and leukemogenesis,Q92797023
PyKEEN 1.0: A Python Library for Training and Evaluating Knowledge Graph Embeddings,Q109583780
Single cell transcriptomics reveals opioid usage evokes widespread suppression of antiviral gene program,Q95839705
Wavelet-Packet Powered Deepfake Image Detection,Q107296731
Understanding the Performance of Knowledge Graph Embeddings in Drug Discovery,Q107296776
Term Matrix: a novel Gene Ontology annotation quality control system based on ontology term co-annotation patterns,Q98897998
Single-cell transcriptomic analysis of mouse neocortical development,Q60911950
Functionally distinct disease-associated fibroblast subsets in rheumatoid arthritis.,Q51767593
Considerations for the Conduction and Interpretation of FAIRness Evaluations,Q83958592
"Position β57 of I-Ag7 controls early anti-insulin responses in NOD mice, linking an MHC susceptibility allele to type 1 diabetes onset",Q67994522
Evaluation of knowledge graph embedding approaches for drug-drug interaction prediction in realistic settings,Q92091011
scRNA-seq in medulloblastoma shows cellular heterogeneity and lineage expansion support resistance to SHH inhibitor therapy,Q92163648
Representing COVID-19 information in collaborative knowledge graphs: The case of Wikidata,Q108766311
A new evaluation methodology for literature-based discovery systems.,Q51857372
Literature-based discovery of diabetes- and ROS-related targets,Q33729719
SciMiner: web-based literature mining tool for target identification and functional enrichment analysis.,Q37126103
The in vivo genetic program of murine primordial lung epithelial progenitors,Q89474518
Extraction of the pharmacological treatment features in literature-based discovery by applying cluster analysis,Q34900319
A Unified Medical Language System (UMLS) based system for Literature-Based Discovery in medicine.,Q38447089
"SynGO: An Evidence-Based, Expert-Curated Knowledge Base for the Synapse",Q92570196
Single-cell transcriptomics identifies CD44 as a marker and regulator of endothelial to haematopoietic transition,Q93039229
Identification of cell surface markers and establishment of monolayer differentiation to retinal pigment epithelial cells,Q90776167
The National Microbiome Data Collaborative: enabling microbiome science,Q94461838
FAIR Principles: Interpretations and Implementation Considerations,Q76394974
Lineage dynamics of murine pancreatic development at single-cell resolution,Q58698611
Noninvasive ultrasound stimulation of the spleen to treat inflammatory arthritis,Q64104496
Clonal competition within complex evolutionary hierarchies shapes AML over time,Q89555625
Representing COVID-19 information in collaborative knowledge graphs: the case of Wikidata,Q105829431
Single-cell RNA-Seq resolves cellular complexity in sensory organs from the neonatal inner ear.,Q27321172
Wikidata as a FAIR knowledge graph for the life sciences,Q104213849
Multi-Omics Database Analysis of Aminoacyl-tRNA Synthetases in Cancer,Q103832152
Construction of developmental lineage relationships in the mouse mammary gland by single-cell RNA profiling.,Q47321523
A Computational Approach for Mapping Heme Biology in the Context of Hemolytic Disorders,Q90643177
Single cell RNA-sequencing identifies a metabolic aspect of apoptosis in Rbf mutant,Q59326833
"Evaluating FAIR maturity through a scalable, automated, community-governed framework",Q90197164
A comprehensive map coupling histone modifications with gene regulation in adult dopaminergic and serotonergic neurons.,Q51415870
The Place of Literature-Based Discovery in Contemporary Scientific Practice,Q57372549
Heterogeneity of human bone marrow and blood natural killer cells defined by single-cell transcriptome,Q93063965
